image_url,question,response1,response2,judgement,Chosen,Rejected
http://images.cocodataset.org/train2017/000000565694.jpg,Question: Is the pizza on the table already sliced or is it a whole pizza? Answer:,No it's still all one piece,its sliced,2,its sliced,No it's still all one piece
http://images.cocodataset.org/train2017/000000328407.jpg,Question: What improvements could be made to this home workspace to enhance productivity? Answer:,"More light, air flow and proper desk furniture",Monitor and keyboard,2,Monitor and keyboard,"More light, air flow and proper desk furniture"
http://images.cocodataset.org/train2017/000000579419.jpg,Question: What do you see happening in this image? Answer:,A soccer game,The goalkeeper is about to kick the ball to the goal,2,The goalkeeper is about to kick the ball to the goal,A soccer game
http://images.cocodataset.org/train2017/000000559647.jpg,Question: What happens if the player successfully slides into home base? Answer:,"That batter is safe, and that player is out. The game is a draw, with both teams tying each other, and both teams leaving the field to their baselines.",What happens if the player successfully slides into home base?,2,What happens if the player successfully slides into home base?,"That batter is safe, and that player is out. The game is a draw, with both teams tying each other, and both teams leaving the field to their baselines."
http://images.cocodataset.org/train2017/000000188143.jpg,Question: What factors could influence the woman's ability to catch the Frisbee? Answer:,,The woman's strength,2,The woman's strength,
http://images.cocodataset.org/train2017/000000476080.jpg,Question: What furniture pieces are located in front of the couch? Answer:,"The only thing I can see is the couch. See the couch, ottoman and bookshelf?",They are not.,2,They are not.,"The only thing I can see is the couch. See the couch, ottoman and bookshelf?"
http://images.cocodataset.org/train2017/000000256808.jpg,Question: What do you think could be the reason behind the giraffe's unusual behavior towards the man? Answer:,I think the girl may be allergic to the giraffe's milk,,2,,I think the girl may be allergic to the giraffe's milk
http://images.cocodataset.org/train2017/000000051047.jpg,"Question: What could be a dietary concern regarding this meal, and how can it be addressed? Answer:",See a professional for dietary and general food safety assessment,No significant concerns,2,No significant concerns,See a professional for dietary and general food safety assessment
http://images.cocodataset.org/train2017/000000449071.jpg,Question: Write a detailed description of the given image. Answer:,,A man is sitting on the grass in a park,1,,A man is sitting on the grass in a park
http://images.cocodataset.org/train2017/000000100536.jpg,Question: Can you suggest reasons why someone might leave their bed unmade in this room? Answer:,Some people don't like to be disturbed while they sleep and have something like a pillow under their head or one pillow off of the bed for more support.,They are probably sick,2,They are probably sick,Some people don't like to be disturbed while they sleep and have something like a pillow under their head or one pillow off of the bed for more support.
http://images.cocodataset.org/train2017/000000480322.jpg,Question: What does the image suggest about the banana crop in the village? Answer:,"No banana trees were ever planted, the villagers’ main source of food was the fruit of the banana bush.",Unwanted bananas are being sold to the local market,1,"No banana trees were ever planted, the villagers’ main source of food was the fruit of the banana bush.",Unwanted bananas are being sold to the local market
http://images.cocodataset.org/train2017/000000343291.jpg,Question: Where are the couple riding the scooter? Answer:,"At the airport in Athens, as they are leaving on vacation and are taking the scooter.",At the parades in Greece,2,At the parades in Greece,"At the airport in Athens, as they are leaving on vacation and are taking the scooter."
http://images.cocodataset.org/train2017/000000490110.jpg,Question: What is a creative way to use these images as a learning tool? Answer:,"You could do an artwork about healthy foods and using them for learning, etc",Have your students create a collage using the images,2,Have your students create a collage using the images,"You could do an artwork about healthy foods and using them for learning, etc"
http://images.cocodataset.org/train2017/000000227337.jpg,"Question: Is the man's sleeping position healthy for him, and why? Answer:","Probably not. Question: What happens to a person's body when its exposed to extreme temperatures, in relation to other animals? Answer: The human body can go through several changes for no apparent reason.","No, it's not",2,"No, it's not","Probably not. Question: What happens to a person's body when its exposed to extreme temperatures, in relation to other animals? Answer: The human body can go through several changes for no apparent reason."
